counterstatepcrdaddrrdatacrdatahrdatalwrenwraddrwdatacwdatahwdatal	     	  	      	      	        	        	    	      	      	        	        
counter	tid	state	pc	rdaddr	rdatac	rdatah		rdatal		wren	wraddr	wdatac	wdatah		wdatal
  0	2	2	0a	ed	ff	0020001f	000400f6	 1	ed	ff	0020001f	000400f6
 15	3	0	0f	ed	ff	0020001f	000400f6	 1	02	00	646d5f72	656c5f73
 16	3	2	16	ed	ff	0020001f	000400f6	 1	03	00	706f6b61	6e655f71
 17	2	0	00	ed	ff	0020001f	000400f6	 1	04	00	616f6666	5f72656c
 18	2	2	09	ed	ff	0020001f	000400f6	 1	05	00	5f73706f	6b616e65
 19	3	0	10	ed	ff	0020001f	000400f6	 1	06	00	29290e04	00140004
 1a	3	2	17	ed	ff	0020001f	000400f6	 1	07	00	100e0706	b439d6ee
 1b	2	0	01	ed	ff	0020001f	000400f6	 1	08	00	c4000200	00000000
 1c	2	2	0a	ed	ff	0020001f	000400f6	 1	09	00	fe060080	c20100f5
 1d	3	0	11	ed	ff	0020001f	000400f6	 1	0a	00	fe090012	0f010300
 1e	3	2	18	ed	ff	0020001f	000400f6	 1	0b	00	01001efe	0700120f
 1f	2	0	02	ed	ff	0020001f	000400f6	 1	0c	04	02070101	0000c0ba
 20	2	2	0b	ed	ff	0020001f	000400f6	 0	0d	04	02070101	0000c0ba
 21	1	0	12	00	ff	0020001f	000400f6	 0	00	00	00000000	00000000
 22	1	2	19	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 23	0	0	00	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 24	0	2	0c	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 25	1	0	13	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 26	1	2	1a	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 27	0	0	01	03	00	6275696c	642f6274	 0	03	00	00000000	00000000
 28	0	2	06	00	00	706f6b61	6e655f71	 0	00	00	00000000	00000000
 29	1	0	0d	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 2a	1	2	14	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 2b	0	0	02	00	00	6275696c	642f6274	 0	00	00	00000000	00000003
 2c	0	2	07	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 2d	1	0	0e	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 2e	1	2	15	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 2f	0	0	03	01	00	6275696c	642f6274	 0	01	00	00000000	00000003
 30	0	2	08	00	00	6d287377	6275696c	 0	00	00	00000000	00000000
 31	1	0	0f	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 32	1	2	16	00	00	6275696c	642f6274	 0	00	00	00000000	00000000
 33	0	0	04	00	00	6275696c	642f6274	 0	00	00	00000000	00000001
 34	0	2	09	ed	00	6275696c	642f6274	 0	0d	00	00000000	00000000
 35	1	0	10	ee	ff	0020001f	000400f6	 0	0d	00	00000000	00000000
 36	1	2	17	ef	00	0180c200	000eb439	 0	0d	00	00000000	00000000
 37	0	0	05	f0	00	d6eed4d5	88cc0207	 0	0d	00	00000000	00000000
 38	0	2	0a	f1	00	04b439d6	eec40004	 0	0d	00	00000000	00000000
 39	1	0	11	f2	00	03073433	06020078	 0	0d	00	00000000	00000000
 3a	1	2	18	f3	00	08034231	390a0648	 0	0d	00	00000000	00000000
 3b	0	0	00	f4	00	50313863	310c9348	 0	0d	00	00000000	00000000
 3c	0	2	0b	f5	00	50204a38	36393741	 0	0d	00	00000000	00000000
 3d	1	0	12	f6	00	20537769	74636820	 0	0d	00	00000000	00000000
 3e	1	2	19	f7	00	35343036	7a6c2c20	 0	0d	00	00000000	00000000
 3f	0	0	01	f8	00	72657669	73696f6e	 0	0d	00	00000000	00000000
 40	0	2	0c	f9	00	204b2e31	362e3032	 0	0d	00	00000000	00000000
 41	1	0	13	fa	00	2e303032	312c2052	 0	0d	00	00000000	00000000
 42	1	2	1a	fb	00	4f4d204b	2e31352e	 0	0d	00	00000000	00000000
 43	0	0	02	fc	00	33302028	2f77732f	 0	0d	00	00000000	00000000
 44	0	2	06	fd	00	73776275	696c646d	 0	0d	00	00000000	00000000
 45	1	0	0d	fe	00	2f72656c	5f73706f	 0	0d	00	00000000	00000000
 46	1	2	14	ff	00	6b616e65	5f71616f	 0	0d	00	00000000	00000000
 47	0	0	00	00	00	66662f63	6f64652f	 0	0d	00	00000000	00000000
 48	0	2	07	01	00	6275696c	642f6274	 0	0d	00	00000000	00000000
 49	1	0	0e	02	00	6d287377	6275696c	 0	0d	00	00000000	00000000
 4a	1	2	15	03	00	646d5f72	656c5f73	 0	0d	00	00000000	00000000
 4b	0	0	01	04	00	706f6b61	6e655f71	 0	0d	00	00000000	00000000
 4c	0	2	08	05	00	616f6666	5f72656c	 0	0d	00	00000000	00000000
 4d	1	0	0f	06	00	5f73706f	6b616e65	 0	0d	00	00000000	00000000
 4e	1	2	16	07	00	29290e04	00140004	 0	0d	00	00000000	00000000
 4f	0	0	02	08	00	100e0706	b439d6ee	 0	0d	00	00000000	00000000
 50	0	2	09	09	00	c4000200	00000000	 0	0d	00	00000000	00000000
 51	1	0	10	0a	00	fe060080	c20100f5	 0	0d	00	00000000	00000000
 52	1	2	17	0b	00	fe090012	0f010300	 0	0d	00	00000000	00000000
 53	0	0	00	0c	00	01001efe	0700120f	 0	0d	00	00000000	00000000
 54	0	2	0a	0d	04	02070101	0000c0ba	 0	0d	00	00000000	00000000
 55	1	0	11	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 56	1	2	18	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 57	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 58	0	2	0b	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 59	1	0	12	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 5a	1	2	19	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 5b	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 5c	0	2	0c	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 5d	1	0	13	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 5e	1	2	1a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 5f	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 60	0	2	06	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 61	1	0	0d	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 62	1	2	14	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 63	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 64	0	2	07	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 65	1	0	0e	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 66	1	2	15	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 67	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 68	0	2	08	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 69	1	0	0f	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 6a	1	2	16	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 6b	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 6c	0	2	09	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 6d	1	0	10	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 6e	1	2	17	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 6f	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 70	0	2	0a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 71	1	0	11	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 72	1	2	18	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 73	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 74	0	2	0b	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 75	1	0	12	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 76	1	2	19	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 77	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 78	0	2	0c	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 79	1	0	13	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 7a	1	2	1a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 7b	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 7c	0	2	06	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 7d	1	0	0d	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 7e	1	2	14	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 7f	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 80	0	2	07	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 81	1	0	0e	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 82	1	2	15	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 83	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 84	0	2	08	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 85	1	0	0f	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 86	1	2	16	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 87	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 88	0	2	09	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 89	1	0	10	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 8a	1	2	17	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 8b	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 8c	0	2	0a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 8d	1	0	11	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 8e	1	2	18	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 8f	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 90	0	2	0b	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 91	1	0	12	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 92	1	2	19	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 93	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 94	0	2	0c	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 95	1	0	13	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 96	1	2	1a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 97	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 98	0	2	06	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 99	1	0	0d	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 9a	1	2	14	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 9b	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 9c	0	2	07	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 9d	1	0	0e	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 9e	1	2	15	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 9f	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 a0	0	2	08	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 a1	1	0	0f	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 a2	1	2	16	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 a3	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 a4	0	2	09	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 a5	1	0	10	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 a6	1	2	17	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 a7	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 a8	0	2	0a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 a9	1	0	11	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 aa	1	2	18	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ab	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ac	0	2	0b	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ad	1	0	12	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ae	1	2	19	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 af	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 b0	0	2	0c	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 b1	1	0	13	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 b2	1	2	1a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 b3	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 b4	0	2	06	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 b5	1	0	0d	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 b6	1	2	14	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 b7	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 b8	0	2	07	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 b9	1	0	0e	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ba	1	2	15	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 bb	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 bc	0	2	08	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 bd	1	0	0f	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 be	1	2	16	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 bf	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 c0	0	2	09	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 c1	1	0	10	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 c2	1	2	17	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 c3	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 c4	0	2	0a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 c5	1	0	11	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 c6	1	2	18	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 c7	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 c8	0	2	0b	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 c9	1	0	12	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ca	1	2	19	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 cb	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 cc	0	2	0c	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 cd	1	0	13	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ce	1	2	1a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 cf	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 d0	0	2	06	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 d1	1	0	0d	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 d2	1	2	14	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 d3	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 d4	0	2	07	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 d5	1	0	0e	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 d6	1	2	15	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 d7	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 d8	0	2	08	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 d9	1	0	0f	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 da	1	2	16	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 db	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 dc	0	2	09	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 dd	1	0	10	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 de	1	2	17	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 df	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 e0	0	2	0a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 e1	1	0	11	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 e2	1	2	18	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 e3	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 e4	0	2	0b	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 e5	1	0	12	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 e6	1	2	19	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 e7	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 e8	0	2	0c	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 e9	1	0	13	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ea	1	2	1a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 eb	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ec	0	2	06	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ed	1	0	0d	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ee	1	2	14	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ef	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 f0	0	2	07	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 f1	1	0	0e	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 f2	1	2	15	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 f3	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 f4	0	2	08	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 f5	1	0	0f	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 f6	1	2	16	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 f7	0	0	02	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 f8	0	2	09	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 f9	1	0	10	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 fa	1	2	17	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 fb	0	0	00	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 fc	0	2	0a	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 fd	1	0	11	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 fe	1	2	18	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
 ff	0	0	01	0d	ff	0008001f	000200f6	 0	0d	00	00000000	00000000
